Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.21 ,-3.41 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9S/C(N(CCCCCC)C\9=O)=C(C#N)/C#N)C%10=NSN=C%108)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15S/C(N(CCCCCC)C\%15=O)=C(C#N)/C#N)C%16=NSN=C%16%14)=C%17)=C%17S%13,-5.30 ,-3.71 ,9.29,16.13,0.64,0.88,10.1021/acsaem.8b00851
CC(SC1=C2C3=CC=C(CC(CCCC)CCCCCC)C=C3)=CC1=C(C4=CC=C(CC(CCCC)CCCCCC)C=C4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.43 ,-3.36 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)C=C52)SC(/C=C%12C(C(C=CC(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C4,-5.84 ,-4.06 ,8.33,13.89,0.69,0.87,10.1039/C8TA07334A
CC(SC1=C2C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=CC1=C(C4=CC(CCCCC5)=C(CCCCCCCC)S4)C6=C2C=C(S6)C7=CC=C(C(C(F)=C8)=C9C(N=C(C(C%10=CC(OCCC5(CC)CCCCC)=CC=C%10)=N9)C%11=CC=CC(OCCCCCCCC)=C%11)=C8C%12=CC=C(C)S%12)S7,-5.37 ,-3.03 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,-5.66 ,-3.93 ,7.81,15.14,0.59,0.88,10.1016/j.orgel.2019.06.007
CCN1N=C2C(C3=CC=C(C)S3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC=C([Si](CC)(CC)CC)S6)C6=C(C=C(C)S6)C(C6=CC=C([Si](CC)(CC)CC)S6)=C5S4)S3)C2=N1,-5.40 ,-3.65 ,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)c4nsnc24)sc1-3,-5.48 ,-3.97 ,11.50,19.80,0.67,0.86,10.1021/acsapm.0c00748
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,C=C(N(CC)/C(S/1)=C(C#N)\C#N)C1=C/C2=CC3=C(OCC(CC)CCCC)C(S4)=C(C(OCC(CC)CCCC)=C3S2)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9C(OCC(CC)CCCC)=C%10C(C=C(/C=C%11C(N(CC)/C(S\%11)=C(C#N)\C#N)=C)S%10)=C8OCC(CC)CCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,-5.51 ,-3.80 ,2.48,6.70,0.34,1.08,10.1016/j.orgel.2020.105662
CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCC)CCCCCCCC,-5.34 ,-3.69 ,S=C(S/1)N(CC)C(C1=C/C2=CC=C(C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C=C3)C(C4=C5)=CC=C5C(C6=NSN=C67)=CC=C7/C=C8SC(N(C/8=O)CC)=S)C9=NSN=C29)=O,-5.83 ,-3.70 ,7.04,12.62,0.50,1.11,10.1002/adfm.201704389
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,O=C(C(C=C1)=C2C3=C1C4=C5C(C3=CC=C26)=C(C7=CC=C(C8=CC=C(C=C(C9=CC%10=C%11C%12=C9C%13=C%14C(C%12=CC=C%11C(N(CC(CCCCCC)CCCCCCCC)C%10=O)=O)=CC=C%15C%14=C(C(N(CC(CCCCCC)CCCCCCCC)C%15=O)=O)C=C%13)S%16)C%16=C8)S7)C=C%17C5=C(C(N(CC(CCCCCC)CCCCCCCC)C%17=O)=O)C=C4)N(CC(CCCCCC)CCCCCCCC)C6=O,-5.78 ,-3.72 ,3.58,6.56,0.64,0.85,10.1039/C8TC00089A
CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.40 ,-3.60 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,-5.72 ,-4.05 ,10.35,17.42,0.73,0.82,10.1039/c9ta01003c
CC(SC1=C2C3=CC=C(CC(CCCC)CCCCCC)C=C3)=CC1=C(C4=CC=C(CC(CCCC)CCCCCC)C=C4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.43 ,-3.36 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC8=C7SC(/C=C9C(C(C=CC(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%16)=C%16S%13,-5.67 ,-4.04 ,11.52,16.78,0.75,0.92,10.1002/solr.201800246
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.04 ,-3.45 ,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C(C=C6)=CC=C6C(C7=CC=C(C8=CC9=C%10C(C%11=CC=C%12C%13=C%11C9=CC=C%13C(N(C(CCC)CCC)C%12=O)=O)=CC=C(C%14=O)C%10C8C(N%14C(CCC)CCC)=O)C=C7)(C%15=CC=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18C%16C(N%22C(CCC)CCC)=O)C=C%15)C%23=CC=C(C%24=C%25C%26=C(C%27=CC=C%26C(N(C(CCC)CCC)C%25=O)=O)C(C%28=CC=C(C%29=O)C%30C%28=C%27C=CC%30C(N%29C(CCC)CCC)=O)=C%24)C=C%23)=C%31C%32=C5C4=CC=C%32C(N(C(CCC)CCC)C%31=O)=O,-6.06 ,-3.75 ,4.71,11.55,0.47,0.85,10.1021/acsami.7b18717
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C1=CC=C2C(C1=C3C=C4)=C4C5=CC=C6C7=C5C2=CC=C7C(N(C(CCCCCCC)CCCCCCC)C6=O)=O)N(C8C(N9C(C%10=C%11C(C%12=CC=C%11C9=O)=C(C=C%10)C%13=CC=C%14C%15=C%13C%12=CC=C%15C(N(C(CCCCCCC)CCCCCCC)C%14=O)=O)=O)CCCC8)C3=O,-6.16 ,-3.88 ,4.25,10.47,0.51,0.79,10.1039/C5RA26777C
CC1=C(C=C(C(C(CC)CCCC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.11 ,-3.25 ,O=C(N1CC(CCCC)CC)C2=C3C(C4=C(C5=CC=C(C6=CC(C(N7CC(CC)CCCC)=O)=C8C(C9=CC=C8C7=O)=C6C%10=C(C9=C(OCCOC)C=C%11C(N(CC(CC)CCCC)C%12=O)=O)C%11=C%12C=C%10)C5)C=C3C1=O)=C(C=C2)C%13=C(C4=CC=C%14C(N(CC(CC)CCCC)C%15=O)=O)C%14=C%15C=C%13OCCOC,-5.61 ,-3.84 ,4.01,10.60,0.48,0.79,10.1039/C4CC08457H
FC(C(F)=C(C1=NSN=C12)C3=CC(CC(CCCCCC)CCCCCCCC)=C(S3)C4=CC(CC(CCCCCC)CCCCCCCC)=C(S4)C5=CC=C(C6=CC=C(C7=C(C(F)=C(C8=CC=C(C)S8)C9=NSN=C97)F)S6)S5)=C2C(S%10)=CC(CC(CCCCCC)CCCCCCCC)=C%10C%11=CC(CC(CCCCCC)CCCCCCCC)=C(C)S%11,-5.31 ,-3.68 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,-5.66 ,-3.93 ,8.00,14.25,0.61,0.88,10.1002/aenm.201701674
CC(S1)=CC2=C1C(C3=CC=C(C(CCC)(CCC)CCC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC=C(C(CCC)(CCC)CCC)S9,-5.40 ,-3.24 ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6c(csc6C)C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,-5.59 ,-3.89 ,12.54,18.52,0.74,0.92,10.1021/jacs.7b01493
CC1=CC2=C(S1)C(C3=CC=C(SCC(CC)CCCC)S3)=C4C(SC(C5=CC=C(C6=C7C(C(C8=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C8C7=O)=O)=C(C9=CC=C(C)S9)S6)S5)=C4)=C2C%10=CC=C(SCC(C)C)S%10,-5.37 ,-3.59 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=C(C5(C7=CC=C(SCCCCCCCC)C=C7)C8=CC=C(SCCCCCCCC)C=C8)C=C9C(C(C%10=CC=C(SCCCCCCCC)C=C%10)(C%11=CC=C(SCCCCCCCC)C=C%11)C%12=C9SC%13=C%12SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%13)=C6,-5.70 ,-3.90 ,7.79,14.43,0.60,0.90,10.1021/acsami.7b09915
CC1=CC(CCCCCC)=C(C)S1,-5.20 ,-3.20 ,O=C1C2=C(C=CC(C3=CC=C(C4=C(C=CC=C5C(N(CCC(CCCC)CCCCCC)C6=O)=O)C5=C6C=C4)S3)=C2)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCC)CCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C71,-6.07 ,-3.94 ,3.60,9.10,0.45,0.88,10.1021/acsami.6b16395
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-2.92 ,O=C(/C(S/1)=C/C(S2)=C3C(C=C(C(OCCCCCCCC)=O)S3)=C2C(S4)=CC5=C4C6=CC(C(CCCCCC)(CCCCCC)C7=C8SC(C9=C(C=C(C(OCCCCCCCC)=O)S%10)C%10=C(/C=C(S/%11)/C(N(CC)C%11=C(C#N)/C#N)=O)S9)=C7)=C8C=C6C5(CCCCCC)CCCCCC)N(CC)C1=C(C#N)\C#N,-5.41 ,-3.62 ,11.22,17.13,0.68,0.93,10.1021/acsami.9b10641
CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.52 ,-3.55 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,-5.62 ,-4.11 ,15.40,24.20,0.73,0.88,10.1039/c9ta06929a
O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,-5.11 ,-3.25 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C4=CC5C6C7=C4C8=CC=C(C(N9C(CCCCC)CCCCC)=O)C%10=C8C(C7=CC=C6C(N(C(CCCCC)CCCCC)C5=O)=O)=CC=C%10C9=O)=CC(C%11=CC(C%12=CC%13C%14C%15=C%12C%16=CC=C(C(N%17C(CCCCC)CCCCC)=O)C%18=C%16C(C%15=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=CC=C%18C%17=O)=CC(C(C=C%19C(N(C(CCCCC)CCCCC)C%20=O)=O)=C%21C%22=C%19C%20=CC=C%22C%23=CC=C(C%24=O)C%25C%23=C%21C=CC%25C(N%24C(CCCCC)CCCCC)=O)=C%11)=C3)=C(C%26=C%27C=CC1C%262)C%28=CC=C%29C%30=C%28C%27=CC=C%30C(N(C(CCCCC)CCCCC)C%29=O)=O,-5.69 ,-3.71 ,1.90,5.53,0.38,0.89,10.1007/s10854-018-9094-0
CC(SC1=C2C3=CC=C(CC(CCCC)CCCCCC)C=C3)=CC1=C(C4=CC=C(CC(CCCC)CCCCCC)C=C4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.43 ,-3.36 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C(SC(/C=C%10C(C(C=CC(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C%12)=C%12S9)C=C52)SC(/C=C%13C(C(C=CC(F)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C4,-5.75 ,-4.04 ,10.17,15.82,0.73,0.88,10.1039/c8ta07334a
FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)=C3)=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C2SC(C)=C%10)=C1,-5.48 ,-3.64 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(CC(CCCCCC)CCCC)=C(C4=CC(C5=C(C)C=C(C)C=C5C)=C(C6=C(C7=C(C)C=C(C)C=C7C)C=C(S6)C8=C(CC(CCCCCC)CCCC)C=C(S8)/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)S4)S3,-5.63 ,-3.98 ,10.40,20.80,0.57,0.87,10.1038/s41467-021-25394-w
FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)=C3)=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C2SC(C)=C%10)=C1,-5.48 ,-3.64 ,O=C1C2=C(C=CC(F)=C2)C(/C1=C/C3=CC4=C(S3)C5=C(S4)C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11/C(C(C=C(C(F)=C%12)F)=C%12C%11=O)=C(C#N)\C#N)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,-5.67 ,-4.09 ,13.83,20.35,0.76,0.90,10.1039/C8TA09830A
O=C(N1CC(CCCC)CCCCCC)C2=C(SC(C)=C2)C3=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)S5)S4)S3)C1=O,-5.58 ,-3.77 ,O=C(C1=C(CCC2=CC=CC=C2)C=C3C4=CC(CCC5=CC=CC=C5)=C(C6=C7C(CCC8=CC=CC=C8)=CC9=C64)C(N(C7=O)CCCCCCCC)=O)N(C(C%10=C1C3=C9C=C%10CCC%11=CC=CC=C%11)=O)CCCCCCCC,-5.92 ,-3.91 ,1.15,2.44,0.48,1.02,10.1021/ja508814z
CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.57 ,-3.67 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(SC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(SC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.60 ,-3.92 ,10.92,18.11,0.62,0.98,10.1039/c9mh00844f
CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.33 ,-3.53 ,CCc1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c3sc(CC)nc3c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2s1,-5.37 ,-3.79 ,11.50,21.80,0.63,0.84,10.1002/smtd.201900531
CCC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC)SC(CC)=C7C(=O)C6=C(C6=CC=C(C)S6)S5)S4)SC3=C(C3=CC(F)=C(CC)S3)C3=C2SC(C)=C3)S1,-5.45 ,-3.65 ,CCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.56 ,-4.07 ,16.11,25.03,0.73,0.88,10.1002/advs.201903784
CC1=CC2=C(C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CCC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCCCC)CCCC)S1,-5.36 ,-3.05 ,CCCCCCC(C=C1)=CC=C1C2(C3=C(C(SC4=C5SC6=C4OC(C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)=C5O2)SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C3)C%14=CC=C(CCCCCC)C=C%14,-5.57 ,-3.86 ,8.43,17.45,0.59,0.82,10.1039/c8qm00004b
CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.23 ,-3.18 ,CCc1sc(-c2c3cc(-c4ccc5c(c4)C(=C(C#N)C#N)/C(=C/c4cc6c(s4)-c4cc7c(cc4C6(CC)CC)-c4sc(/C=C6\C(=O)c8ccc(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sc(-c%12ccc%13c(c%12)C(=C(C#N)C#N)/C(=C/c%12cc%14c(s%12)-c%12cc%15c(cc%12C%14(CC)CC)-c%12sc(/C=C%14\C(=O)c%16ccccc%16C%14=C(C#N)C#N)cc%12C%15(CC)CC)C%13=O)cc%11c(-c%11cc(F)c(CC)s%11)c%10s9)cc8C6=C(C#N)C#N)cc4C7(CC)CC)C5=O)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,-5.78 ,-3.85 ,8.00,14.05,0.66,0.83,10.1021/acsenergylett.8b02114
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.50 ,-3.61 ,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(C(C9=CC%10=C(C=C(CC(CCCC)CC)S%10)S9)=C(C(C(C%11=CC=C(CCCCCC)C=C%11)%12C%13=CC=C(CCCCCC)C=C%13)=C(S%14)C%15=C%12C=C(/C=C%16/C(C%17=C(C%16=O)C=CC(C)=C%17)=C(C#N)\C#N)S%15)C%14=C8C%18=CC(SC(CC(CCCC)CC)=C%19)=C%19S%18)S5)=C(C#N)/C#N)C=C(C)C=C2,-5.55 ,-3.76 ,10.04,15.90,0.62,1.03,10.1039/c9ta01888c
CC(SC1=C2C3=CC=C(CC(CCCC)CCCCCC)C=C3)=CC1=C(C4=CC=C(CC(CCCC)CCCCCC)C=C4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,-5.43 ,-3.36 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC8=C7SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%16)=C%16S%13,-5.64 ,-3.87 ,7.91,12.47,0.64,1.00,10.1002/solr.201800246
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C5=CC6=C7C8=C(C=CC(C4(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C85)C%11=C%12C7=C(N6CC(CCCCCC)CCCCCCCC)C=C(C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15C%16(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C%12=C%16C=C%11)=C(C#N)\C#N,-5.31 ,-4.10 ,10.21,21.92,0.62,0.76,10.1021/jacs.7b13239
