Donor_smiles,HOMO_D(eV),LUMO_D(eV),Acceptor_smiles,HOMO_A(eV),LUMO_A(eV),PCE,Jsc(mA/cm2),FF,Voc(V),DOI
CC1=CC(C(C2=CC(F)=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC(F)=C(CC(CC)CCCC)S%10)=C9S1,-5.45 ,-3.64 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC6=CC=CC=C6)CCCCCC7=CC=CC=C7)C=C8C(C(CCCCCC9=CC=CC=C9)(CCCCCC%10=CC=CC=C%10)C%11=C8SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%11)=C5,-5.76 ,-3.89 ,14.56,19.19,0.80,0.95,10.1016/j.xinn.2021.100090
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,-5.21 ,-2.99 ,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(CC(CC)CCCC)CC(CC)CCCC)C=C5C6=CC(OCC(CCCC)CC)=C(C(S7)=CC8=C7C(S9)=C(C(CC(CCCC)CC)8CC(CCCC)CC)C=C9/C=C%10C(C%11=C(C\%10=C(C#N)\C#N)C=C(F)C(F)=C%11)=O)C=C6OCC(CCCC)CC)=C(C#N)\C#N,-5.49 ,-4.11 ,13.56,24.87,0.69,0.79,10.1021/acs.chemmater.0c00097
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.33 ,-3.68 ,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC3=C(SC4=C5SC6=C4C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C6C=C%10C(C(S%11)=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C%14=C%11C%15=C%16C=C%17C%18=C%19C%16=C(C(C=C%20C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%15S%14)C(C%20=C%21C=C%22)=C%22C%19=CC=C%18C(N(C(CCCCC)CCCCC)C%17=O)=O)=C9)C5=C%23C=C%24C%25=C%26C%23=C3C(C2=C1C=C%27)=C%27C%26=CC=C%25C(N(C(CCCCC)CCCCC)C%24=O)=O,-5.55 ,-3.75 ,7.77,12.73,0.58,1.06,10.1021/jacs.8b05834
FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)=C3)=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C2SC(C)=C%10)=C1,-5.48 ,-3.64 ,O=C(C(C=CC(C)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C7SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=CC7C6(CCCCCC)CCCCCC)C=C5C4(CCCCCC)CCCCCC,-5.70 ,-3.98 ,12.50,17.50,0.74,0.96,10.1039/C7TA10461H
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.27 ,-3.08 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(/C=C%13C(C(C=C(C)C=C%14)=C%14C\%13=C(C#N)/C#N)=O)S%12,-5.62 ,-3.90 ,11.23,15.97,0.76,0.92,10.1021/acsenergylett.8b00825
FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C6=O)=O)=C(C8=CC=C(C)S8)S5)S4)=C3)=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C2SC(C)=C%10)=C1,-5.48 ,-3.64 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(N(C4=CC=CC=C4)CCCCCCCC)=C(C5=CC(C6=C(C(C)C)C=C(C(C)C)C=C6C(C)C)=C(C7=C(C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C)C=C(S7)C9=C(N(C%10=CC=CC=C%10)CCCCCCCC)C=C(S9)/C=C%11C(C(C=C(F)C(F)=C%12)=C%12C\%11=C(C#N)\C#N)=O)S5)S3,-5.49 ,-4.05 ,10.82,19.59,0.69,0.80,10.1002/cjoc.202200579
FC1=C(C2=CC=C(C)S2)C3=NC(OCC(CCCCCC)CCCCCCCC)=CN=C3C(C)=C1F,-5.54 ,-2.98 ,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C(OCCCCCC)=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5OCCCCCC,-5.81 ,-3.91 ,12.43,19.01,0.71,0.92,10.1039/d0tc01313g
CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.47 ,-3.60 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,-5.83 ,-3.86 ,6.88,13.42,0.61,0.84,10.1038/s41467-019-10098-z
CC1=C(C=C(C(C(CC)CCCC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.11 ,-3.25 ,O=C(C1=CC=C2C(C1=C3C=C4)=C4C5=CC=C6C7=C5C2=CC=C7C(N(C(CCCCC)CCCCC)C6=O)=O)N(N8C(C9=C%10C(C%11=CC=C%10C8=O)=C(C=C9)C%12=CC=C%13C%14=C%12C%11=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=O)C3=O,-5.90 ,-3.86 ,3.78,10.46,0.49,0.76,10.1021/acsami.5b02012
CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,-5.36 ,-3.43 ,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCCC)CCCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCCC)CCCCCC)C8=O)=O)=C([Se]%14)C=C%13C%12=O)C=C%15C%16=C6C4=C([Se]5)C=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O,-6.09 ,-3.87 ,8.42,12.48,0.70,0.95,10.1021/jacs.5b11149
CCN1N=C2C(C3=CC=C(C)S3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC=C([Si](CC)(CC)CC)S6)C6=C(C=C(C)S6)C(C6=CC=C([Si](CC)(CC)CC)S6)=C5S4)S3)C2=N1,-5.40 ,-3.24 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)c(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)c(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.58 ,-3.82 ,12.05,16.74,0.71,1.02,10.1021/acs.chemmater.8b05327
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.29 ,-3.72 ,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC8=C(CC(CC)CCCC)C9=C(C(CC(CC)CCCC)=C87)SC%10=C9SC%11=C(CC(CC)CCCC)C(C(SC%12=C%13C(CC(CC)CCCC)=C%14C(C%15=C(C(C=C%16C(N(C(CCCCCC)CCCCCC)C%17=O)=O)=C%18C%19=C%16C%17=CC=C%19C%20=CC=C(C%21=O)C%22C%20=C%18C%15=CC%22C(N%21C(CCCCCC)CCCCCC)=O)S%14)=C%12CC(CC)CCCC)=C%13S%23)=C%23C(CC(CC)CCCC)=C%11%10)C=C%24C%25=C6C5=CC=C%25C(N(C(CCCCCC)CCCCCC)C%24=O)=O,-5.51 ,-3.78 ,3.69,8.89,0.43,0.98,10.1021/acsami.8b01308
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.22 ,-3.64 ,CCCCCCCCC(CCCCCCCC)N1C2=C(C=CC(C3=CC=C(/C=C(C#N)\C#N)C4=NSN=C34)=C2)C5=C1C=C(C6=CC=C(/C=C(C#N)\C#N)C7=NSN=C67)C=C5,-6.05 ,-4.13 ,5.30,10.60,0.53,0.88,10.1021/acs.chemmater.6b00131
CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC,-5.24 ,-3.59 ,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,-6.00 ,-3.75 ,4.30,9.20,0.49,0.96,10.1039/c5ta03093e
CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.33 ,-3.53 ,O=C(/C(S1)=C/C(C2=N[Se]N=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=N[Se]N=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,-5.41 ,-3.88 ,6.95,13.95,0.52,0.95,10.1002/ajoc.201800389
CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,-5.20 ,-3.59 ,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3cc4c5c6c3c2ccc6c2ccc3c6c(cc(c5c62)n4CC)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.31 ,-4.10 ,10.21,21.92,0.61,0.76,10.1021/jacs.7b13239
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(S3)C(S4)=CC5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C9C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(C%13=C(OCC(CC)CCCC)C=C(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)=C%12)=C6,-5.44 ,-4.15 ,13.10,26.30,0.67,0.74,10.1021/acsmaterialslett.9b00512
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(N(CC(CCCCCCCC)CCCCCCCCCC)C1=O)C2=C(C)C=C3C4=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)=O)C(C5=CC=C(C6=CC=C(C)S6)S5)=CC1=C24,-6.26 ,-4.06 ,3.70,9.40,0.49,0.81,10.1021/jacs.6b04822
CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,-5.40 ,-3.32 ,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=C(F)C(F)=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,-5.75 ,-4.19 ,13.18,22.86,0.68,0.85,10.1021/acsenergylett.8b00627
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,FC(C(F)=C1)=CC(C(/C2=C/C3=CC4=C(C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(C9=C(C%10=CC=C(CCCCCC)S%10)C(S%11)=C(C%12=C%11C%13=C(C%14=C(C%13(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C=C(/C=C%17/C(C%18=C(C%17=O)C=C(F)C(F)=C%18)=C(N=O)\C#N)S%14)S%12)C(C%19=CC=C(CCCCCC)S%19)=C9S8)S5)S3)=C(C#N)\C#N)=C1C2=O,-5.61 ,-4.00 ,10.30,19.97,0.66,0.77,10.1021/jacs.8b04027
CC1=CC(C(C2=CC=C(CC(CCCC)CC)S2)=C(SC(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C(C)S7)S4)S3)=C8)C8=C9C%10=CC=C(CC(CC)CCCC)S%10)=C9S1,-5.34 ,-3.44 ,O=C1C2=C(C=C(C3C4C5C=CC3C5)C4=C2)C(/C1=C/C(S6)=C(CCCCCCCC)C7=C6C(N8CC(CC)CCCC)=C(S7)C9=C8C(N(CC(CC)CCCC)C%10=C%11SC%12=C%10SC(/C=C%13C(C(C=C(Cl)C(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%12CCCCCCCC)=C%11C%15=NSN=C%159)=C(C#N)\C#N,-5.56 ,-3.82 ,15.18,26.05,0.71,0.82,10.1002/adfm.202103445
CC1=CC(CCCCCC)=C(C)S1,-5.00 ,-3.10 ,C12=C3C4=C5C1=C6C=CC2=CC=C3C=CC4=CC=C5C=C6,-6.30 ,-2.65 ,0.19,0.41,0.62,0.75,10.1039/c4ta05310a
CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,-5.40 ,-3.24 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7CCCCCC)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15CCCCCC)=C%15S%12,-5.73 ,-3.92 ,11.32,18.35,0.66,0.94,10.1039/c8ee02560f
CC1=CC(F)=C(C2=CC3=C(C(SC(C)=C4)=C4[Si]3(CCCCCCCC)CCCCCCCC)S2)C5=NN(CCCCCC)N=C15,-5.40 ,-3.40 ,O=C(C1=C(C2=CC=C(C(/C(C3=CC=C(N(C4=C5C=CC=C4)C6=C5C=CC=C6)C=C3)=C(C#N)\C#N)=C(C#N)/C#N)S2)N7CCCCCCCCCC)N(CCCCCCCCCC)C(C8=CC=C(C#CC9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)S8)=C1C7=O,-5.33 ,-3.81 ,7.19,13.78,0.58,0.90,10.1039/c6ta09607g
O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,-5.20 ,-3.56 ,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(OCCCCCCCC)C=C6)4C7=CC=CC(OCCCCCCCC)=C7)C=C8C(N(CCCCCCCC)C9=C8C=C%10C(C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13C%10(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)=C9)=C5,-5.50 ,-3.87 ,6.00,11.23,0.56,0.95,10.1039/c7ta01143a
CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=C(C(F)=C(C(OCC(CC)CCCC)=O)S5)C5=C(C)S4)S6)C6=C2C7=CC=C(CC(CC)CCCC)S7,-5.07 ,-3.34 ,O=C(C1=CC(C2=C3C(C4=CC5=C(C6=C4C7=C8C9=C%10C=C73)C(C(N(C5=O)C(CCCCC)CCCCC)=O)=CC=C6C8=CC=C9C(N(C%10=O)C(CCCCC)CCCCC)=O)=CC=C2%11)=C%12C%13=C%11C=C(C%14=C%15C=CC%16=C%14%13)C(N(C%15=O)C(CCCCC)CCCCC)=O)N(C(C%17=C1C%12=C%16C=C%17)=O)C(CCCCC)CCCCC,-6.36 ,-4.03 ,3.89,7.68,0.54,0.93,10.1039/C5SC04956C
CC1=C(CCCCCC)C=C(C)S1,-4.85 ,-2.84 ,O=C(C(C1=C2C3=CC=C14)=CC=C2C(C5=C3C(C6=CC=C(C(C)C)C=C6)=CC7=C58)=CC=C8C(N(CC(CC)CCCC)C7=O)=O)N(CC(CCCC)CC)C4=O,-6.09 ,-4.09 ,0.81,1.96,0.64,0.65,10.1016/j.dyepig.2016.08.065
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C1=CC(C2=CC=C(/C(C(C=C3)=CC=C3C(C=C4C(N(C(C5=C4C6=C7C=C5)=O)C(CCCCCC)CCCCCC)=O)=C6C8=CC=C(C9=C%10C=CC7=C98)C(N(C%10=O)C(CCCCCC)CCCCCC)=O)=C(C(C=C%11)=CC=C%11C(C=C%12C(N(C(C%13=C%12C%14=C%15C=C%13)=O)C(CCCCCC)CCCCCC)=O)=C%14C%16=CC=C(C%17=C%18C=CC%15=C%17%16)C(N(C%18=O)C(CCCCCC)CCCCCC)=O)\C(C=C%19)=CC=C%19C(C=C%20C(N(C(C%21=C%20C%22=C%23C=C%21)=O)C(CCCCCC)CCCCCC)=O)=C%22C%24=CC=C(C%25=C%26C=CC%23=C%25%24)C(N(C%26=O)C(CCCCCC)CCCCCC)=O)C=C2)=C%27C%28=CC=C(C%29=C%30C=CC%31=C%29%28)C(N(C%30=O)C(CCCCCC)CCCCCC)=O)N(C(C%32=C1C%27=C%31C=C%32)=O)C(CCCCCC)CCCCCC,-5.77 ,-3.72 ,5.53,11.70,0.52,0.91,10.1002/adma.201404152
CC1=CC(CCCCCC)=C(C)S1,-5.00 ,-3.10 ,O=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C(C3=CC=C4C5=C3C1=CC=C5C6=CC=CC7=C(C8=CC(C(CCCCCCCC)(CCCCCCCC)C9C%10C=CC(C(C=C%11)=C%12C%13=C%11C%14=CC=C(C(N%15C%16=C(C(C)C)C=CC=C%16C(C)C)=O)C%17=C%14C(C%13=CC=C%12)=CC=C%17C%15=O)=C9)=C%10C=C8)C=CC4=C67)=O,-5.74 ,-3.54 ,2.30,5.61,0.42,0.98,10.1016/j.orgel.2015.03.017
CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,-5.51 ,-3.57 ,O=C1C2=C(C(/C1=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10/C(C%11=C(C%10=O)C=C(F)C(F)=C%11)=C(C#N)/C#N)S9)C=C5C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S3)=C(C#N)\C#N)C=C(F)C(F)=C2,-5.73 ,-3.93 ,7.10,13.00,0.62,0.88,10.1021/acsami.8b15923
FC1=C(C2=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C)S2)C3=NSN=C3C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)=C1F,-5.34 ,-3.69 ,O=C1C(C2=C3C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=CC=C(C4=CC=C(C(N5CC(CCCCCCCCCC)CCCCCCCC)=O)C6=C47)C2=C(C(C8=CC=C(C(C=CC(C9=CC(C(N%10CC(CCCCCCCCCC)CCCCCCCC)=O)=C%11C(C%10=O)=CC=C(C%12=CC=C(C(N%13CC(CCCCCCCCCC)CCCCCCCC)=O)C%14=C%12%15)C%11=C9C%15=CC=C%14C%13=O)=C%16)=C%16C%17%18C(C=CC=C%19)=C%19C%20=C%18C=CC=C%20)C%17=C8)=C3)C7=CC=C6C5=O,-5.72 ,-3.94 ,2.97,5.86,0.55,0.91,10.1016/j.jpowsour.2016.05.119
CC1=C(C(F)=C(C(OCC(CCCC)CC)=O)S2)C2=C(S1)C(S3)=CC(C3=C4C5=CC=C(CC(CCCC)CC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C)S7,-5.22 ,-3.64 ,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(S3)C(S4)=CC5=C4C6=C(C5(CCCCCCCC)CCCCCCCC)C=C7C(C(CCCCCCCC)(CCCCCCCC)C8=C7SC(C9=C(CC(CCCC)CC)C=C(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)/C#N)=O)S9)=C8)=C6,-5.44 ,-4.19 ,10.80,23.00,0.67,0.70,10.1021/acsmaterialslett.9b00512
CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(S6)C(C7=NN(CC(CCCCCC)CCCC)N=C78)=CC9=C8C=C(C%10=CC=C(C)S%10)C%11=NN(CC(CCCCCC)CCCC)N=C%119)S5,-5.45 ,-3.41 ,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,-5.55 ,-3.80 ,12.16,17.58,0.71,0.98,10.1016/j.isci.2018.12.027
